time,sigOut,sigIn,sigPot
324.000,0.010,2.000,9.995
324.100,0.010,2.000,9.995
324.200,0.010,2.000,9.995
324.300,0.010,2.000,9.995
324.400,0.010,2.000,9.995
324.500,0.010,2.000,9.995
324.600,0.010,2.000,9.995
324.700,0.010,2.000,9.995
324.800,0.010,2.000,9.995
324.900,0.010,2.000,9.995
325.000,0.010,2.000,9.995
325.100,0.010,2.000,9.995
325.200,0.010,2.000,9.995
325.300,0.010,2.000,9.995
325.400,0.010,2.000,9.995
325.500,0.010,2.000,9.995
325.600,0.010,2.000,9.995
325.700,0.010,2.000,9.995
325.800,0.010,2.000,9.995
325.900,0.010,2.000,9.995
326.000,0.010,2.000,9.995
326.100,0.010,2.000,9.995
326.200,0.010,2.000,9.995
326.300,0.010,2.000,9.995
326.400,0.010,2.000,9.995
326.500,0.010,2.000,9.995
326.600,0.010,2.000,9.995
326.700,0.010,2.000,9.995
326.800,0.010,2.000,9.995
326.900,0.010,2.000,9.995
327.000,0.010,2.000,9.995
327.100,0.010,2.000,9.995
327.200,0.010,2.000,9.995
327.300,0.010,2.000,9.995
327.400,0.010,2.000,9.995
327.500,0.010,2.000,9.995
327.600,0.010,2.000,9.995
327.700,0.010,2.000,9.995
327.800,0.010,2.000,9.995
327.900,0.010,2.000,9.995
328.000,0.010,2.000,9.995
328.100,0.010,2.000,9.995
328.200,0.010,2.000,9.995
328.300,0.010,2.000,9.995
328.400,0.010,2.000,9.995
328.500,0.010,2.000,9.995
328.600,0.010,2.000,9.995
328.700,0.010,2.000,9.995
328.800,0.010,2.000,9.995
328.900,0.010,2.000,9.995
329.000,0.010,2.000,9.995
329.100,0.010,2.000,9.995
329.200,0.010,2.000,9.995
329.300,0.010,2.000,9.995
329.400,0.010,2.000,9.995
329.500,0.010,2.000,9.995
329.600,0.010,2.000,9.995
329.700,0.010,2.000,9.995
329.800,0.010,2.000,9.995
329.900,0.010,2.000,9.995
330.000,0.010,2.000,9.995
330.100,0.010,2.000,9.995
330.200,0.010,2.000,9.995
330.300,0.010,2.000,9.995
330.400,0.010,2.000,9.995
330.500,0.010,2.000,9.995
330.600,0.010,2.000,9.995
330.700,0.010,2.000,9.995
330.800,0.010,2.000,9.995
330.900,0.010,2.000,9.995
331.000,0.010,2.000,9.995
331.100,0.010,2.000,9.995
331.200,0.010,2.000,9.995
331.300,0.010,2.000,9.995
331.400,0.010,2.000,9.995
331.500,0.010,2.000,9.995
331.600,0.010,2.000,9.995
331.700,0.010,2.000,9.995
331.800,0.010,2.000,9.995
331.900,0.010,2.000,9.995
332.000,0.010,2.000,9.995
332.100,0.010,2.000,9.995
332.200,0.010,2.000,9.995
332.300,0.010,2.000,9.995
332.400,0.010,2.000,9.995
332.500,0.010,2.000,9.995
332.600,0.010,2.000,9.995
332.700,0.010,2.000,9.995
332.800,0.010,2.000,9.995
332.900,0.010,2.000,9.995
333.000,0.010,2.000,9.995
333.100,0.010,2.000,9.995
333.200,0.010,2.000,9.995
333.300,0.010,2.000,9.995
333.400,0.010,2.000,9.995
333.500,0.010,2.000,9.995
333.600,0.010,2.000,9.995
333.700,0.010,2.000,9.995
333.800,0.010,2.000,9.995
333.900,0.010,2.000,9.995
334.000,0.010,2.000,9.995
334.100,0.010,2.000,9.995
334.200,0.010,2.000,9.995
334.300,0.010,2.000,9.995
334.400,0.010,2.000,9.995
334.500,0.010,2.000,9.995
334.600,0.010,2.000,9.995
334.700,0.010,2.000,9.995
334.800,0.010,2.000,9.995
334.900,0.010,2.000,9.995
335.000,0.010,2.000,9.995
335.100,0.010,2.000,9.995
335.200,0.010,2.000,9.995
335.300,0.010,2.000,9.995
335.400,0.010,2.000,9.995
335.500,0.010,2.000,9.995
335.600,0.010,2.000,9.995
335.700,0.010,2.000,9.995
335.800,0.010,2.000,9.995
335.900,0.010,2.000,9.995
336.000,0.010,2.000,9.995
336.100,0.010,2.000,9.995
336.200,0.010,2.000,9.995
336.300,0.010,2.000,9.995
336.400,0.010,2.000,9.995
336.500,0.010,2.000,9.995
336.600,0.010,2.000,9.995
336.700,0.010,2.000,9.995
336.800,0.010,2.000,9.995
336.900,0.010,2.000,9.995
337.000,0.010,2.000,9.995
337.100,0.010,2.000,9.995
337.200,0.010,2.000,9.995
337.300,0.010,2.000,9.995
