time,sigOut,sigIn,sigPot
84.000,0.005,0.000,8.105
84.100,0.005,0.000,8.105
84.200,0.010,0.000,8.105
84.300,0.010,0.000,8.105
84.400,0.005,0.000,8.105
84.500,0.005,0.000,8.105
84.600,0.005,0.000,8.105
84.700,0.005,0.000,8.105
84.800,0.005,0.000,8.105
84.900,0.005,0.000,8.105
85.000,0.005,0.000,8.105
85.100,0.005,0.000,8.105
85.200,0.005,0.000,8.105
85.300,0.005,0.000,8.105
85.400,0.005,0.000,8.105
85.500,0.005,0.000,8.105
85.600,0.005,0.000,8.105
85.700,0.005,0.000,8.105
85.800,0.005,0.000,8.105
85.900,0.005,0.000,8.105
86.000,0.010,0.000,8.105
86.100,0.005,0.000,8.105
86.200,0.005,0.000,8.105
86.300,0.005,0.000,8.105
86.400,0.005,0.000,8.105
86.500,0.005,0.000,8.105
86.600,0.005,0.000,8.105
86.700,0.005,0.000,8.105
86.800,0.005,0.000,8.105
86.900,0.005,0.000,8.105
87.000,0.005,0.000,8.105
87.100,0.005,0.000,8.105
87.200,0.010,0.000,8.105
87.300,0.005,0.000,8.105
87.400,0.010,0.000,8.105
87.500,0.005,0.000,8.105
87.600,0.005,0.000,8.105
87.700,0.005,0.000,8.105
87.800,0.010,0.000,8.105
87.900,0.005,0.000,8.105
88.000,0.010,0.000,8.105
88.100,0.005,0.000,8.105
88.200,0.005,0.000,8.105
88.300,0.005,0.000,8.105
88.400,0.005,0.000,8.105
88.500,0.005,0.000,8.105
88.600,0.005,0.000,8.105
88.700,0.005,0.000,8.105
88.800,0.005,0.000,8.105
88.900,0.005,0.000,8.105
89.000,0.005,0.000,8.105
89.100,0.005,0.000,8.105
89.200,0.005,0.000,8.105
89.300,0.010,0.000,8.105
89.400,0.010,0.000,8.105
89.500,0.005,0.000,8.105
89.600,0.005,0.000,8.105
89.700,0.005,0.000,8.105
89.800,0.010,0.000,8.105
89.900,0.010,0.000,8.105
90.000,0.005,0.000,8.105
90.100,0.005,0.000,8.105
90.200,0.005,0.000,8.105
90.300,0.005,0.000,8.105
90.400,0.005,0.000,8.105
90.500,0.005,0.000,8.105
90.600,0.005,0.000,8.105
90.700,0.005,0.000,8.105
90.800,0.005,0.000,8.105
90.900,0.005,0.000,8.105
91.000,0.005,0.000,8.105
91.100,0.005,0.000,8.105
91.200,0.005,0.000,8.105
91.300,0.005,0.000,8.105
91.400,0.005,0.000,8.105
91.500,0.010,0.000,8.105
91.600,0.005,0.000,8.105
91.700,0.010,0.000,8.105
91.800,0.005,0.000,8.105
91.900,0.005,0.000,8.105
92.000,0.005,0.000,8.105
92.100,0.005,0.000,8.105
92.200,0.005,0.000,8.105
92.300,0.005,0.000,8.105
92.400,0.005,0.000,8.105
92.500,0.005,0.000,8.105
92.600,0.005,0.000,8.105
92.700,0.005,0.000,8.105
92.800,0.005,0.000,8.105
92.900,0.010,0.000,8.105
93.000,0.005,0.000,8.105
93.100,0.005,0.000,8.105
93.200,0.005,0.000,8.105
93.300,0.005,0.000,8.105
93.400,0.005,0.000,8.105
93.500,0.005,0.000,8.105
93.600,0.005,0.000,8.105
93.700,0.005,0.000,8.105
93.800,0.005,0.000,8.105
93.900,0.005,0.000,8.105
94.000,0.005,0.000,8.105
94.100,0.005,0.000,8.105
94.200,0.005,0.000,8.105
94.300,0.005,0.000,8.105
94.400,0.005,0.000,8.105
94.500,0.005,0.000,8.105
94.600,0.005,0.000,8.105
94.700,0.005,0.000,8.105
94.800,0.005,0.000,8.105
94.900,0.005,0.000,8.105
95.000,0.005,0.000,8.105
95.100,0.005,0.000,8.105
95.200,0.005,0.000,8.105
95.300,0.005,0.000,8.105
95.400,0.005,0.000,8.105
95.500,0.005,0.000,8.105
95.600,0.005,0.000,8.105
95.700,0.005,0.000,8.105
95.800,0.005,0.000,8.105
95.900,0.005,0.000,8.105
96.000,0.005,0.000,8.105
96.100,0.005,0.000,8.105
96.200,0.005,0.000,8.105
96.300,0.005,0.000,8.105
96.400,0.005,0.000,8.105
96.500,0.005,0.000,8.105
96.600,0.005,0.000,8.105
96.700,0.010,0.000,8.105
96.800,0.005,0.000,8.105
96.900,0.005,0.000,8.105
97.000,0.005,0.000,8.105
97.100,0.005,0.000,8.105
97.200,0.005,0.000,8.105
97.300,0.005,0.000,8.105
97.400,0.005,0.000,8.105
97.500,0.005,0.000,8.105
97.600,0.005,0.000,8.105
97.700,0.005,0.000,8.105
97.800,0.005,0.000,8.105
97.900,0.005,0.000,8.105
98.000,0.005,0.000,8.105
98.100,0.005,0.000,8.105
98.200,0.005,0.000,8.105
98.300,0.005,0.000,8.105
98.400,0.005,0.000,8.105
98.500,0.005,0.000,8.105
98.600,0.005,0.000,8.105
98.700,0.005,0.000,8.105
98.800,0.005,0.000,8.105
98.900,0.005,0.000,8.105
99.000,0.005,0.000,8.105
99.100,0.005,0.000,8.105
99.200,0.005,0.000,8.105
99.300,0.005,0.000,8.105
99.400,0.005,0.000,8.105
99.500,0.005,0.000,8.105
99.600,0.010,0.000,8.105
99.700,0.005,0.000,8.105
99.800,0.005,0.000,8.105
99.900,0.005,0.000,8.105
100.000,0.005,0.000,8.105
100.100,0.005,0.000,8.105
100.200,0.005,0.000,8.105
100.300,0.005,0.000,8.105
100.400,0.005,0.000,8.105
100.500,0.005,0.000,8.105
100.600,0.005,0.000,8.105
100.700,0.005,0.000,8.105
100.800,0.005,0.000,8.105
100.900,0.005,0.000,8.105
101.000,0.010,0.000,8.105
101.100,0.005,0.000,8.105
101.200,0.005,0.000,8.105
101.300,0.005,0.000,8.105
101.400,0.005,0.000,8.105
101.500,0.005,0.000,8.105
101.600,0.005,0.000,8.105
101.700,0.005,0.000,8.105
101.800,0.005,0.000,8.105
101.900,0.005,0.000,8.105
102.000,0.005,0.000,8.105
102.100,0.005,0.000,8.105
102.200,0.005,0.000,8.105
102.300,0.005,0.000,8.105
102.400,0.010,0.000,8.105
102.500,0.005,0.000,8.105
102.600,0.010,0.000,8.105
102.700,0.005,0.000,8.105
102.800,0.005,0.000,8.105
102.900,0.010,0.000,8.105
103.000,0.005,0.000,8.105
103.100,0.005,0.000,8.105
103.200,0.005,0.000,8.105
103.300,0.005,0.000,8.105
103.400,0.005,0.000,8.105
103.500,0.005,0.000,8.105
