time,sigOut,sigIn,sigPot
804.000,5.430,6.000,6.055
804.100,5.430,6.000,6.055
804.200,5.430,6.000,6.055
804.300,5.430,6.000,6.055
804.400,5.430,6.000,6.055
804.500,5.430,6.000,6.055
804.600,5.425,6.000,6.055
804.700,5.425,6.000,6.055
804.800,5.425,6.000,6.055
804.900,5.425,6.000,6.055
805.000,5.425,6.000,6.055
805.100,5.425,6.000,6.055
805.200,5.425,6.000,6.055
805.300,5.425,6.000,6.055
805.400,5.425,6.000,6.055
805.500,5.425,6.000,6.055
805.600,5.425,6.000,6.055
805.700,5.425,6.000,6.055
805.800,5.425,6.000,6.055
805.900,5.425,6.000,6.055
806.000,5.425,6.000,6.055
806.100,5.425,6.000,6.055
806.200,5.425,6.000,6.055
806.300,5.425,6.000,6.055
806.400,5.425,6.000,6.055
806.500,5.425,6.000,6.055
806.600,5.425,6.000,6.055
806.700,5.420,6.000,6.055
806.800,5.420,6.000,6.055
806.900,5.425,6.000,6.055
807.000,5.425,6.000,6.055
807.100,5.425,6.000,6.055
807.200,5.425,6.000,6.055
807.300,5.425,6.000,6.055
807.400,5.430,6.000,6.055
807.500,5.430,6.000,6.055
807.600,5.430,6.000,6.055
807.700,5.430,6.000,6.055
807.800,5.435,6.000,6.055
807.900,5.435,6.000,6.055
808.000,5.435,6.000,6.055
808.100,5.435,6.000,6.055
808.200,5.430,6.000,6.055
808.300,5.430,6.000,6.055
808.400,5.430,6.000,6.055
808.500,5.430,6.000,6.055
808.600,5.430,6.000,6.055
808.700,5.430,6.000,6.055
808.800,5.430,6.000,6.055
808.900,5.430,6.000,6.055
809.000,5.425,6.000,6.055
809.100,5.425,6.000,6.055
809.200,5.425,6.000,6.055
809.300,5.425,6.000,6.055
809.400,5.425,6.000,6.055
809.500,5.425,6.000,6.055
809.600,5.420,6.000,6.055
809.700,5.425,6.000,6.055
809.800,5.420,6.000,6.055
809.900,5.420,6.000,6.055
810.000,5.420,6.000,6.055
810.100,5.420,6.000,6.055
810.200,5.420,6.000,6.055
810.300,5.415,6.000,6.055
810.400,5.415,6.000,6.055
810.500,5.415,6.000,6.055
810.600,5.415,6.000,6.055
810.700,5.415,6.000,6.055
810.800,5.415,6.000,6.055
810.900,5.415,6.000,6.055
811.000,5.415,6.000,6.055
811.100,5.415,6.000,6.055
811.200,5.410,6.000,6.055
811.300,5.410,6.000,6.055
811.400,5.410,6.000,6.055
811.500,5.410,6.000,6.055
811.600,5.410,6.000,6.055
811.700,5.405,6.000,6.055
811.800,5.410,6.000,6.055
811.900,5.410,6.000,6.055
812.000,5.405,6.000,6.055
812.100,5.405,6.000,6.055
812.200,5.405,6.000,6.055
812.300,5.405,6.000,6.055
812.400,5.405,6.000,6.055
812.500,5.405,6.000,6.055
812.600,5.405,6.000,6.055
812.700,5.400,6.000,6.055
812.800,5.400,6.000,6.055
812.900,5.400,6.000,6.055
813.000,5.400,6.000,6.055
813.100,5.400,6.000,6.055
813.200,5.400,6.000,6.055
813.300,5.405,6.000,6.055
813.400,5.400,6.000,6.055
813.500,5.400,6.000,6.055
813.600,5.400,6.000,6.055
813.700,5.400,6.000,6.055
813.800,5.400,6.000,6.055
813.900,5.400,6.000,6.055
814.000,5.400,6.000,6.055
814.100,5.400,6.000,6.055
814.200,5.400,6.000,6.055
814.300,5.400,6.000,6.055
814.400,5.400,6.000,6.055
814.500,5.400,6.000,6.055
814.600,5.400,6.000,6.055
814.700,5.400,6.000,6.055
814.800,5.400,6.000,6.055
814.900,5.400,6.000,6.055
815.000,5.400,6.000,6.055
815.100,5.400,6.000,6.055
815.200,5.400,6.000,6.055
815.300,5.396,6.000,6.055
815.400,5.400,6.000,6.055
815.500,5.400,6.000,6.055
815.600,5.400,6.000,6.055
815.700,5.400,6.000,6.055
815.800,5.400,6.000,6.055
815.900,5.400,6.000,6.055
816.000,5.400,6.000,6.055
816.100,5.396,6.000,6.055
816.200,5.400,6.000,6.055
816.300,5.400,6.000,6.055
816.400,5.400,6.000,6.055
816.500,5.400,6.000,6.055
816.600,5.400,6.000,6.055
816.700,5.400,6.000,6.055
816.800,5.400,6.000,6.055
816.900,5.405,6.000,6.055
817.000,5.405,6.000,6.055
817.100,5.405,6.000,6.055
817.200,5.405,6.000,6.055
817.300,5.405,6.000,6.055
817.400,5.405,6.000,6.055
817.500,5.405,6.000,6.055
817.600,5.410,6.000,6.055
817.700,5.410,6.000,6.055
817.800,5.410,6.000,6.055
817.900,5.410,6.000,6.055
818.000,5.410,6.000,6.055
818.100,5.410,6.000,6.055
818.200,5.410,6.000,6.055
818.300,5.410,6.000,6.055
818.400,5.410,6.000,6.055
818.500,5.410,6.000,6.055
818.600,5.410,6.000,6.055
818.700,5.410,6.000,6.055
818.800,5.410,6.000,6.055
818.900,5.410,6.000,6.055
819.000,5.410,6.000,6.055
819.100,5.410,6.000,6.055
819.200,5.410,6.000,6.055
819.300,5.410,6.000,6.055
819.400,5.410,6.000,6.055
819.500,5.410,6.000,6.055
819.600,5.410,6.000,6.055
819.700,5.410,6.000,6.055
819.800,5.410,6.000,6.055
819.900,5.410,6.000,6.055
820.000,5.410,6.000,6.055
820.100,5.410,6.000,6.055
820.200,5.410,6.000,6.055
820.300,5.410,6.000,6.055
820.400,5.410,6.000,6.055
820.500,5.410,6.000,6.055
820.600,5.410,6.000,6.055
820.700,5.410,6.000,6.055
820.800,5.410,6.000,6.055
820.900,5.410,6.000,6.055
821.000,5.410,6.000,6.055
821.100,5.410,6.000,6.055
821.200,5.415,6.000,6.055
821.300,5.415,6.000,6.055
821.400,5.415,6.000,6.055
821.500,5.415,6.000,6.055
821.600,5.415,6.000,6.055
821.700,5.415,6.000,6.055
821.800,5.415,6.000,6.055
821.900,5.415,6.000,6.055
822.000,5.420,6.000,6.055
822.100,5.420,6.000,6.055
822.200,5.420,6.000,6.055
822.300,5.420,6.000,6.055
822.400,5.425,6.000,6.055
822.500,5.425,6.000,6.055
822.600,5.420,6.000,6.055
822.700,5.425,6.000,6.055
822.800,5.420,6.000,6.055
822.900,5.420,6.000,6.055
823.000,5.420,6.000,6.055
823.100,5.420,6.000,6.055
823.200,5.420,6.000,6.055
823.300,5.420,6.000,6.055
823.400,5.420,6.000,6.055
823.500,5.420,6.000,6.055
823.600,5.420,6.000,6.055
823.700,5.420,6.000,6.055
823.800,5.420,6.000,6.055
823.900,5.420,6.000,6.055
824.000,5.425,6.000,6.055
824.100,5.425,6.000,6.055
824.200,5.425,6.000,6.055
824.300,5.425,6.000,6.055
824.400,5.425,6.000,6.055
824.500,5.425,6.000,6.055
824.600,5.425,6.000,6.055
824.700,5.425,6.000,6.055
824.800,5.425,6.000,6.055
824.900,5.425,6.000,6.055
825.000,5.425,6.000,6.055
825.100,5.425,6.000,6.055
825.200,5.425,6.000,6.055
825.300,5.425,6.000,6.055
825.400,5.425,6.000,6.055
825.500,5.425,6.000,6.055
825.600,5.425,6.000,6.055
825.700,5.425,6.000,6.055
825.800,5.425,6.000,6.055
825.900,5.425,6.000,6.055
826.000,5.425,6.000,6.055
826.100,5.425,6.000,6.055
826.200,5.425,6.000,6.055
826.300,5.425,6.000,6.055
826.400,5.425,6.000,6.055
826.500,5.420,6.000,6.055
826.600,5.420,6.000,6.055
826.700,5.425,6.000,6.055
826.800,5.420,6.000,6.055
826.900,5.420,6.000,6.055
827.000,5.420,6.000,6.055
827.100,5.420,6.000,6.055
827.200,5.420,6.000,6.055
827.300,5.415,6.000,6.055
827.400,5.415,6.000,6.055
827.500,5.415,6.000,6.055
827.600,5.415,6.000,6.055
827.700,5.410,6.000,6.055
827.800,5.415,6.000,6.055
827.900,5.415,6.000,6.055
828.000,5.415,6.000,6.055
