time,sigOut,sigIn,sigPot
84.000,-0.005,0.000,0.000
84.100,-0.005,0.000,0.000
84.200,-0.005,0.000,0.000
84.300,-0.005,0.000,0.000
84.400,-0.005,0.000,0.000
84.500,-0.005,0.000,0.000
84.600,-0.005,0.000,0.000
84.700,-0.005,0.000,0.000
84.800,-0.005,0.000,-0.005
84.900,-0.005,0.000,0.000
85.000,-0.005,0.000,-0.005
85.100,-0.005,0.000,-0.005
85.200,-0.005,0.000,0.000
85.300,-0.005,0.000,-0.005
85.400,-0.005,0.000,0.000
85.500,-0.005,0.000,-0.005
85.600,-0.005,0.000,-0.005
85.700,-0.005,0.000,0.000
85.800,-0.005,0.000,0.000
85.900,-0.005,0.000,0.000
86.000,-0.005,0.000,0.000
86.100,-0.005,0.000,0.000
86.200,-0.005,0.000,0.000
86.300,-0.005,0.000,-0.005
86.400,-0.005,0.000,0.000
86.500,-0.005,0.000,0.000
86.600,-0.005,0.000,0.000
86.700,-0.005,0.000,0.000
86.800,-0.005,0.000,0.000
86.900,-0.005,0.000,0.000
87.000,-0.005,0.000,0.000
87.100,-0.005,0.000,0.000
87.200,-0.005,0.000,0.000
87.300,-0.005,0.000,0.000
87.400,-0.005,0.000,0.000
87.500,-0.005,0.000,0.000
87.600,-0.005,0.000,0.000
87.700,-0.005,0.000,0.000
87.800,-0.005,0.000,-0.005
87.900,-0.005,0.000,-0.005
88.000,-0.005,0.000,-0.005
88.100,-0.005,0.000,0.000
88.200,-0.005,0.000,0.000
88.300,-0.005,0.000,-0.005
88.400,-0.005,0.000,-0.005
88.500,-0.005,0.000,0.000
88.600,-0.005,0.000,0.000
88.700,-0.005,0.000,0.000
88.800,-0.005,0.000,0.000
88.900,-0.005,0.000,0.000
89.000,-0.005,0.000,0.000
89.100,-0.005,0.000,0.000
89.200,-0.005,0.000,0.000
89.300,-0.005,0.000,-0.005
89.400,-0.005,0.000,-0.005
89.500,-0.005,0.000,0.000
89.600,-0.005,0.000,0.000
89.700,-0.005,0.000,0.000
89.800,-0.005,0.000,-0.005
89.900,-0.005,0.000,0.000
90.000,-0.005,0.000,0.000
90.100,-0.005,0.000,0.000
90.200,-0.005,0.000,-0.005
90.300,-0.005,0.000,0.000
90.400,-0.005,0.000,-0.005
90.500,-0.005,0.000,-0.005
90.600,-0.005,0.000,0.000
90.700,-0.005,0.000,0.000
90.800,-0.005,0.000,-0.005
90.900,-0.005,0.000,0.000
91.000,-0.005,0.000,0.000
91.100,-0.005,0.000,0.000
91.200,-0.005,0.000,0.000
91.300,-0.005,0.000,0.000
91.400,-0.005,0.000,0.000
91.500,-0.005,0.000,0.000
91.600,-0.005,0.000,-0.005
91.700,-0.005,0.000,0.000
91.800,-0.005,0.000,0.000
91.900,-0.005,0.000,0.000
92.000,-0.005,0.000,-0.005
92.100,-0.005,0.000,0.000
92.200,-0.005,0.000,-0.005
92.300,-0.005,0.000,0.000
92.400,-0.005,0.000,0.000
92.500,-0.005,0.000,0.000
92.600,-0.005,0.000,0.000
92.700,-0.005,0.000,0.000
92.800,-0.005,0.000,0.000
92.900,-0.005,0.000,0.000
93.000,-0.005,0.000,0.000
93.100,-0.005,0.000,-0.005
93.200,-0.005,0.000,0.000
93.300,-0.005,0.000,0.000
93.400,-0.005,0.000,-0.005
93.500,-0.005,0.000,0.000
93.600,-0.005,0.000,0.000
93.700,-0.005,0.000,0.000
93.800,-0.005,0.000,-0.005
93.900,-0.005,0.000,0.000
94.000,-0.005,0.000,0.000
94.100,-0.005,0.000,-0.005
94.200,-0.005,0.000,0.000
94.300,-0.005,0.000,0.000
94.400,-0.005,0.000,0.000
94.500,-0.005,0.000,0.000
94.600,-0.005,0.000,0.000
94.700,-0.005,0.000,0.000
94.800,-0.005,0.000,0.000
94.900,-0.005,0.000,0.000
95.000,-0.005,0.000,0.000
95.100,-0.005,0.000,0.000
95.200,-0.005,0.000,0.000
95.300,-0.005,0.000,-0.005
95.400,-0.005,0.000,-0.005
95.500,-0.005,0.000,0.000
95.600,-0.005,0.000,0.000
95.700,-0.005,0.000,-0.005
95.800,-0.005,0.000,0.000
95.900,-0.005,0.000,0.000
96.000,-0.005,0.000,0.000
96.100,-0.005,0.000,0.000
96.200,-0.005,0.000,-0.005
96.300,-0.005,0.000,0.000
96.400,-0.005,0.000,0.000
96.500,-0.005,0.000,-0.005
96.600,-0.005,0.000,0.000
96.700,-0.005,0.000,0.000
