time,sigOut,sigIn,sigPot
924.000,5.405,7.000,9.053
924.100,5.405,7.000,9.053
924.200,5.405,7.000,9.053
924.300,5.405,7.000,9.053
924.400,5.405,7.000,9.053
924.500,5.405,7.000,9.053
924.600,5.405,7.000,9.053
924.700,5.400,7.000,9.053
924.800,5.400,7.000,9.053
924.900,5.400,7.000,9.053
925.000,5.400,7.000,9.053
925.100,5.400,7.000,9.053
925.200,5.400,7.000,9.053
925.300,5.396,7.000,9.053
925.400,5.396,7.000,9.053
925.500,5.396,7.000,9.053
925.600,5.396,7.000,9.053
925.700,5.396,7.000,9.053
925.800,5.396,7.000,9.053
925.900,5.396,7.000,9.053
926.000,5.391,7.000,9.053
926.100,5.391,7.000,9.053
926.200,5.391,7.000,9.053
926.300,5.391,7.000,9.053
926.400,5.391,7.000,9.053
926.500,5.391,7.000,9.053
926.600,5.391,7.000,9.053
926.700,5.391,7.000,9.053
926.800,5.391,7.000,9.053
926.900,5.391,7.000,9.053
927.000,5.391,7.000,9.053
927.100,5.391,7.000,9.053
927.200,5.391,7.000,9.053
927.300,5.391,7.000,9.053
927.400,5.391,7.000,9.053
927.500,5.386,7.000,9.053
927.600,5.386,7.000,9.053
927.700,5.386,7.000,9.053
927.800,5.386,7.000,9.053
927.900,5.386,7.000,9.053
928.000,5.386,7.000,9.053
928.100,5.386,7.000,9.053
928.200,5.386,7.000,9.053
928.300,5.386,7.000,9.053
928.400,5.381,7.000,9.053
928.500,5.381,7.000,9.053
928.600,5.381,7.000,9.053
928.700,5.381,7.000,9.053
928.800,5.381,7.000,9.053
928.900,5.381,7.000,9.053
929.000,5.376,7.000,9.053
929.100,5.376,7.000,9.053
929.200,5.376,7.000,9.053
929.300,5.376,7.000,9.053
929.400,5.376,7.000,9.053
929.500,5.376,7.000,9.053
929.600,5.371,7.000,9.053
929.700,5.371,7.000,9.053
929.800,5.371,7.000,9.053
929.900,5.371,7.000,9.053
930.000,5.371,7.000,9.053
930.100,5.371,7.000,9.053
930.200,5.371,7.000,9.053
930.300,5.366,7.000,9.053
930.400,5.366,7.000,9.053
930.500,5.366,7.000,9.053
930.600,5.366,7.000,9.053
930.700,5.366,7.000,9.053
930.800,5.366,7.000,9.053
930.900,5.366,7.000,9.053
931.000,5.361,7.000,9.048
931.100,5.361,7.000,9.053
931.200,5.361,7.000,9.053
931.300,5.361,7.000,9.048
931.400,5.361,7.000,9.053
931.500,5.361,7.000,9.053
931.600,5.361,7.000,9.053
931.700,5.361,7.000,9.053
931.800,5.361,7.000,9.053
931.900,5.361,7.000,9.053
932.000,5.361,7.000,9.048
932.100,5.361,7.000,9.053
932.200,5.361,7.000,9.053
932.300,5.361,7.000,9.053
932.400,5.361,7.000,9.053
932.500,5.361,7.000,9.053
932.600,5.361,7.000,9.053
932.700,5.361,7.000,9.053
932.800,5.361,7.000,9.053
932.900,5.361,7.000,9.053
933.000,5.361,7.000,9.053
933.100,5.361,7.000,9.053
933.200,5.361,7.000,9.053
933.300,5.356,7.000,9.053
933.400,5.356,7.000,9.053
933.500,5.356,7.000,9.053
933.600,5.356,7.000,9.053
933.700,5.356,7.000,9.053
933.800,5.356,7.000,9.053
933.900,5.356,7.000,9.053
934.000,5.356,7.000,9.053
934.100,5.356,7.000,9.053
