time,sigOut,sigIn,sigPot
1044.000,9.995,8.000,1.011
1044.100,9.995,8.000,1.011
1044.200,9.995,8.000,1.011
1044.300,9.995,8.000,1.011
1044.400,9.995,8.000,1.011
1044.500,9.995,8.000,1.011
1044.600,9.995,8.000,1.011
1044.700,9.995,8.000,1.011
1044.800,9.995,8.000,1.011
1044.900,9.995,8.000,1.011
1045.000,9.995,8.000,1.011
1045.100,9.995,8.000,1.011
1045.200,9.995,8.000,1.011
1045.300,9.995,8.000,1.011
1045.400,9.995,8.000,1.011
1045.500,9.995,8.000,1.011
1045.600,9.995,8.000,1.011
1045.700,9.995,8.000,1.011
1045.800,9.995,8.000,1.011
1045.900,9.995,8.000,1.011
1046.000,9.995,8.000,1.011
1046.100,9.995,8.000,1.011
1046.200,9.995,8.000,1.011
1046.300,9.995,8.000,1.011
1046.400,9.995,8.000,1.011
1046.500,9.995,8.000,1.011
1046.600,9.995,8.000,1.011
1046.700,9.995,8.000,1.011
1046.800,9.995,8.000,1.011
1046.900,9.995,8.000,1.011
1047.000,9.995,8.000,1.011
1047.100,9.995,8.000,1.011
1047.200,9.995,8.000,1.011
1047.300,9.995,8.000,1.011
1047.400,9.995,8.000,1.011
1047.500,9.995,8.000,1.011
1047.600,9.995,8.000,1.011
1047.700,9.995,8.000,1.011
1047.800,9.995,8.000,1.011
1047.900,9.995,8.000,1.011
1048.000,9.995,8.000,1.011
1048.100,9.995,8.000,1.011
1048.200,9.995,8.000,1.011
1048.300,9.995,8.000,1.011
1048.400,9.995,8.000,1.011
1048.500,9.995,8.000,1.011
1048.600,9.995,8.000,1.011
1048.700,9.995,8.000,1.011
1048.800,9.995,8.000,1.011
1048.900,9.995,8.000,1.011
1049.000,9.995,8.000,1.011
1049.100,9.995,8.000,1.011
1049.200,9.995,8.000,1.011
1049.300,9.995,8.000,1.011
1049.400,9.995,8.000,1.011
1049.500,9.995,8.000,1.011
1049.600,9.995,8.000,1.011
1049.700,9.995,8.000,1.011
1049.800,9.995,8.000,1.011
1049.900,9.995,8.000,1.011
1050.000,9.995,8.000,1.011
1050.100,9.995,8.000,1.011
1050.200,9.995,8.000,1.011
1050.300,9.995,8.000,1.011
1050.400,9.995,8.000,1.011
1050.500,9.995,8.000,1.011
1050.600,9.995,8.000,1.011
1050.700,9.995,8.000,1.011
1050.800,9.995,8.000,1.011
1050.900,9.995,8.000,1.011
1051.000,9.995,8.000,1.011
1051.100,9.995,8.000,1.011
1051.200,9.995,8.000,1.011
1051.300,9.995,8.000,1.011
1051.400,9.995,8.000,1.011
1051.500,9.995,8.000,1.011
1051.600,9.995,8.000,1.011
1051.700,9.995,8.000,1.011
1051.800,9.995,8.000,1.011
1051.900,9.995,8.000,1.011
1052.000,9.995,8.000,1.011
1052.100,9.995,8.000,1.011
1052.200,9.995,8.000,1.011
1052.300,9.995,8.000,1.011
1052.400,9.995,8.000,1.011
1052.500,9.995,8.000,1.011
