sigOut,sigIn,sigPot
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
-0.005,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
0.000,0.000,1.968
