time,sigOut,sigIn,sigPot
804.000,6.411,6.000,4.004
804.100,6.411,6.000,4.004
804.200,6.411,6.000,4.004
804.300,6.411,6.000,4.004
804.400,6.411,6.000,4.004
804.500,6.421,6.000,4.004
804.600,6.426,6.000,4.004
804.700,6.431,6.000,4.004
804.800,6.431,6.000,4.004
804.900,6.426,6.000,4.004
805.000,6.426,6.000,4.004
805.100,6.426,6.000,4.004
805.200,6.426,6.000,4.004
805.300,6.421,6.000,4.004
805.400,6.421,6.000,4.004
805.500,6.416,6.000,4.004
805.600,6.416,6.000,4.004
805.700,6.411,6.000,4.004
805.800,6.411,6.000,4.004
805.900,6.416,6.000,4.004
806.000,6.416,6.000,4.004
806.100,6.416,6.000,4.004
806.200,6.416,6.000,4.004
806.300,6.416,6.000,4.004
806.400,6.421,6.000,4.004
806.500,6.421,6.000,4.004
806.600,6.421,6.000,4.004
806.700,6.416,6.000,4.004
806.800,6.416,6.000,4.004
806.900,6.416,6.000,4.004
807.000,6.411,6.000,4.004
807.100,6.411,6.000,4.004
807.200,6.406,6.000,4.004
807.300,6.406,6.000,4.004
807.400,6.406,6.000,4.004
807.500,6.406,6.000,4.004
807.600,6.401,6.000,4.004
807.700,6.401,6.000,4.004
807.800,6.396,6.000,4.004
807.900,6.396,6.000,4.004
808.000,6.392,6.000,4.004
808.100,6.392,6.000,4.004
808.200,6.392,6.000,4.004
808.300,6.387,6.000,4.004
808.400,6.387,6.000,4.004
808.500,6.382,6.000,4.004
808.600,6.382,6.000,4.004
808.700,6.377,6.000,4.004
808.800,6.377,6.000,4.004
808.900,6.372,6.000,4.004
809.000,6.372,6.000,4.004
809.100,6.367,6.000,4.004
809.200,6.362,6.000,4.004
809.300,6.362,6.000,4.004
809.400,6.357,6.000,4.004
809.500,6.357,6.000,4.004
809.600,6.353,6.000,4.004
809.700,6.353,6.000,4.004
809.800,6.353,6.000,4.004
809.900,6.348,6.000,4.004
810.000,6.348,6.000,4.004
810.100,6.348,6.000,4.004
810.200,6.348,6.000,4.004
810.300,6.348,6.000,4.004
810.400,6.343,6.000,4.004
810.500,6.343,6.000,4.004
810.600,6.338,6.000,4.004
810.700,6.338,6.000,4.004
810.800,6.333,6.000,4.004
810.900,6.333,6.000,4.004
811.000,6.333,6.000,4.004
811.100,6.328,6.000,4.004
811.200,6.328,6.000,4.004
811.300,6.328,6.000,4.004
811.400,6.328,6.000,4.004
811.500,6.323,6.000,4.004
811.600,6.323,6.000,4.004
811.700,6.318,6.000,4.004
811.800,6.318,6.000,4.004
811.900,6.323,6.000,4.004
812.000,6.323,6.000,4.004
812.100,6.323,6.000,4.004
812.200,6.323,6.000,4.004
812.300,6.323,6.000,4.004
812.400,6.323,6.000,4.004
812.500,6.323,6.000,4.004
812.600,6.323,6.000,4.004
812.700,6.323,6.000,4.004
812.800,6.323,6.000,4.004
812.900,6.328,6.000,4.004
813.000,6.328,6.000,4.004
813.100,6.328,6.000,4.004
813.200,6.328,6.000,4.004
813.300,6.328,6.000,4.004
813.400,6.328,6.000,4.004
813.500,6.328,6.000,4.004
813.600,6.328,6.000,4.004
813.700,6.323,6.000,4.004
813.800,6.323,6.000,4.004
813.900,6.323,6.000,4.004
814.000,6.323,6.000,4.004
814.100,6.323,6.000,4.004
814.200,6.323,6.000,4.004
814.300,6.323,6.000,4.004
814.400,6.318,6.000,4.004
814.500,6.318,6.000,4.004
814.600,6.318,6.000,4.004
814.700,6.313,6.000,4.004
814.800,6.313,6.000,4.004
814.900,6.313,6.000,4.004
815.000,6.309,6.000,4.004
815.100,6.309,6.000,4.004
815.200,6.309,6.000,4.004
815.300,6.309,6.000,4.004
815.400,6.309,6.000,4.004
815.500,6.304,6.000,4.004
815.600,6.304,6.000,4.004
815.700,6.304,6.000,4.004
815.800,6.304,6.000,4.004
815.900,6.304,6.000,4.004
816.000,6.304,6.000,4.004
816.100,6.304,6.000,4.004
816.200,6.304,6.000,4.004
816.300,6.304,6.000,4.004
816.400,6.304,6.000,4.004
816.500,6.304,6.000,4.004
816.600,6.304,6.000,4.004
816.700,6.304,6.000,4.004
816.800,6.304,6.000,4.004
816.900,6.299,6.000,4.004
817.000,6.299,6.000,4.004
817.100,6.299,6.000,4.004
817.200,6.294,6.000,4.004
817.300,6.294,6.000,4.004
817.400,6.294,6.000,4.004
817.500,6.294,6.000,4.004
817.600,6.289,6.000,4.004
817.700,6.289,6.000,4.004
817.800,6.289,6.000,4.004
817.900,6.284,6.000,4.004
818.000,6.284,6.000,4.004
818.100,6.284,6.000,4.004
818.200,6.284,6.000,4.004
818.300,6.279,6.000,4.004
818.400,6.279,6.000,4.004
818.500,6.279,6.000,4.004
818.600,6.279,6.000,4.004
818.700,6.279,6.000,4.004
818.800,6.279,6.000,4.004
818.900,6.279,6.000,4.004
819.000,6.279,6.000,4.004
819.100,6.279,6.000,4.004
819.200,6.274,6.000,4.004
819.300,6.274,6.000,4.004
819.400,6.274,6.000,4.004
819.500,6.274,6.000,4.004
819.600,6.274,6.000,4.004
819.700,6.274,6.000,4.004
819.800,6.274,6.000,4.004
819.900,6.274,6.000,4.004
820.000,6.274,6.000,4.004
820.100,6.274,6.000,4.004
820.200,6.279,6.000,4.004
820.300,6.279,6.000,4.004
820.400,6.279,6.000,4.004
820.500,6.284,6.000,4.004
820.600,6.284,6.000,4.004
820.700,6.284,6.000,4.004
820.800,6.284,6.000,4.004
820.900,6.284,6.000,4.004
821.000,6.284,6.000,4.004
821.100,6.284,6.000,4.004
821.200,6.284,6.000,4.004
821.300,6.284,6.000,4.004
821.400,6.284,6.000,4.004
821.500,6.284,6.000,4.004
821.600,6.284,6.000,4.004
821.700,6.284,6.000,4.004
821.800,6.289,6.000,4.004
821.900,6.289,6.000,4.004
822.000,6.294,6.000,4.004
822.100,6.299,6.000,4.004
822.200,6.304,6.000,4.004
822.300,6.309,6.000,4.004
822.400,6.313,6.000,4.004
822.500,6.313,6.000,4.004
822.600,6.313,6.000,4.004
822.700,6.313,6.000,4.004
822.800,6.318,6.000,4.004
822.900,6.318,6.000,4.009
823.000,6.313,6.000,4.004
823.100,6.318,6.000,4.004
823.200,6.318,6.000,4.004
823.300,6.313,6.000,4.004
823.400,6.313,6.000,4.004
823.500,6.313,6.000,4.004
823.600,6.313,6.000,4.004
823.700,6.313,6.000,4.004
823.800,6.313,6.000,4.004
823.900,6.313,6.000,4.004
824.000,6.309,6.000,4.004
824.100,6.309,6.000,4.004
824.200,6.309,6.000,4.004
824.300,6.309,6.000,4.004
824.400,6.309,6.000,4.004
824.500,6.309,6.000,4.004
824.600,6.304,6.000,4.004
824.700,6.309,6.000,4.004
824.800,6.304,6.000,4.004
824.900,6.304,6.000,4.004
825.000,6.309,6.000,4.004
825.100,6.309,6.000,4.004
825.200,6.313,6.000,4.004
825.300,6.313,6.000,4.004
825.400,6.313,6.000,4.004
825.500,6.309,6.000,4.004
825.600,6.309,6.000,4.004
825.700,6.309,6.000,4.004
825.800,6.309,6.000,4.004
825.900,6.309,6.000,4.004
826.000,6.309,6.000,4.004
826.100,6.304,6.000,4.004
826.200,6.304,6.000,4.004
826.300,6.304,6.000,4.004
826.400,6.299,6.000,4.004
826.500,6.299,6.000,4.004
826.600,6.299,6.000,4.004
826.700,6.299,6.000,4.004
826.800,6.299,6.000,4.004
826.900,6.294,6.000,4.004
827.000,6.294,6.000,4.004
827.100,6.294,6.000,4.004
827.200,6.294,6.000,4.004
827.300,6.294,6.000,4.004
827.400,6.294,6.000,4.004
827.500,6.294,6.000,4.004
827.600,6.294,6.000,4.004
827.700,6.294,6.000,4.009
827.800,6.294,6.000,4.004
827.900,6.294,6.000,4.004
828.000,6.294,6.000,4.004
828.100,6.294,6.000,4.004
828.200,6.294,6.000,4.004
828.300,6.294,6.000,4.004
828.400,6.294,6.000,4.004
828.500,6.294,6.000,4.004
828.600,6.294,6.000,4.004
828.700,6.289,6.000,4.004
828.800,6.289,6.000,4.004
828.900,6.289,6.000,4.004
829.000,6.284,6.000,4.004
829.100,6.284,6.000,4.004
829.200,6.284,6.000,4.004
829.300,6.284,6.000,4.004
829.400,6.279,6.000,4.004
829.500,6.279,6.000,4.004
829.600,6.274,6.000,4.004
829.700,6.274,6.000,4.004
829.800,6.274,6.000,4.004
829.900,6.274,6.000,4.004
830.000,6.270,6.000,4.004
830.100,6.270,6.000,4.004
830.200,6.270,6.000,4.004
830.300,6.270,6.000,4.004
830.400,6.265,6.000,4.004
830.500,6.270,6.000,4.004
830.600,6.265,6.000,4.004
830.700,6.270,6.000,4.004
830.800,6.270,6.000,4.004
830.900,6.270,6.000,4.004
831.000,6.270,6.000,4.004
831.100,6.265,6.000,4.004
831.200,6.265,6.000,4.004
831.300,6.265,6.000,4.004
831.400,6.265,6.000,4.004
831.500,6.265,6.000,4.004
831.600,6.260,6.000,4.004
831.700,6.260,6.000,4.004
831.800,6.260,6.000,4.004
831.900,6.255,6.000,4.004
832.000,6.255,6.000,4.004
832.100,6.255,6.000,4.004
832.200,6.255,6.000,4.004
832.300,6.255,6.000,4.004
832.400,6.250,6.000,4.004
832.500,6.250,6.000,4.004
832.600,6.250,6.000,4.004
832.700,6.250,6.000,4.004
832.800,6.250,6.000,4.004
832.900,6.250,6.000,4.004
833.000,6.255,6.000,4.004
833.100,6.255,6.000,4.004
833.200,6.260,6.000,4.004
833.300,6.260,6.000,4.004
833.400,6.260,6.000,4.004
833.500,6.265,6.000,4.004
833.600,6.265,6.000,4.004
833.700,6.265,6.000,4.004
833.800,6.270,6.000,4.004
833.900,6.270,6.000,4.004
834.000,6.270,6.000,4.004
834.100,6.270,6.000,4.004
834.200,6.274,6.000,4.004
834.300,6.274,6.000,4.004
834.400,6.279,6.000,4.004
834.500,6.279,6.000,4.004
834.600,6.279,6.000,4.004
834.700,6.279,6.000,4.004
834.800,6.274,6.000,4.004
834.900,6.274,6.000,4.004
835.000,6.274,6.000,4.004
835.100,6.270,6.000,4.004
835.200,6.270,6.000,4.004
835.300,6.270,6.000,4.004
835.400,6.270,6.000,4.004
835.500,6.270,6.000,4.004
835.600,6.265,6.000,4.004
835.700,6.265,6.000,4.004
835.800,6.265,6.000,4.004
835.900,6.260,6.000,4.004
836.000,6.260,6.000,4.004
836.100,6.260,6.000,4.004
836.200,6.260,6.000,4.004
836.300,6.255,6.000,4.004
836.400,6.255,6.000,4.004
836.500,6.255,6.000,4.004
836.600,6.255,6.000,4.004
836.700,6.255,6.000,4.004
836.800,6.255,6.000,4.004
836.900,6.255,6.000,4.004
837.000,6.255,6.000,4.004
837.100,6.255,6.000,4.004
837.200,6.255,6.000,4.004
837.300,6.255,6.000,4.004
837.400,6.255,6.000,4.004
837.500,6.255,6.000,4.004
837.600,6.255,6.000,4.004
837.700,6.255,6.000,4.004
837.800,6.255,6.000,4.004
837.900,6.255,6.000,4.004
838.000,6.250,6.000,4.004
838.100,6.250,6.000,4.004
838.200,6.250,6.000,4.004
838.300,6.245,6.000,4.004
838.400,6.245,6.000,4.004
838.500,6.245,6.000,4.004
838.600,6.245,6.000,4.004
838.700,6.240,6.000,4.004
838.800,6.240,6.000,4.004
838.900,6.235,6.000,4.004
839.000,6.235,6.000,4.004
839.100,6.235,6.000,4.004
839.200,6.235,6.000,4.004
839.300,6.235,6.000,4.004
839.400,6.230,6.000,4.004
839.500,6.230,6.000,4.004
839.600,6.230,6.000,4.004
839.700,6.230,6.000,4.004
839.800,6.230,6.000,4.004
839.900,6.226,6.000,4.004
