time,sigOut,sigIn,sigPot
204.000,0.010,1.000,9.995
204.100,0.010,1.000,9.995
204.200,0.010,1.000,9.995
204.300,0.010,1.000,9.995
204.400,0.010,1.000,9.995
204.500,0.010,1.000,9.995
204.600,0.010,1.000,9.995
204.700,0.010,1.000,9.995
204.800,0.010,1.000,9.995
204.900,0.010,1.000,9.995
205.000,0.010,1.000,9.995
205.100,0.010,1.000,9.995
205.200,0.010,1.000,9.995
205.300,0.010,1.000,9.995
205.400,0.010,1.000,9.995
205.500,0.010,1.000,9.995
205.600,0.010,1.000,9.995
205.700,0.010,1.000,9.995
205.800,0.010,1.000,9.995
205.900,0.010,1.000,9.995
206.000,0.010,1.000,9.995
206.100,0.010,1.000,9.995
206.200,0.010,1.000,9.995
206.300,0.010,1.000,9.995
206.400,0.010,1.000,9.995
206.500,0.010,1.000,9.995
206.600,0.010,1.000,9.995
206.700,0.010,1.000,9.995
206.800,0.010,1.000,9.995
206.900,0.010,1.000,9.995
207.000,0.010,1.000,9.995
207.100,0.010,1.000,9.995
207.200,0.010,1.000,9.995
207.300,0.010,1.000,9.995
207.400,0.010,1.000,9.995
207.500,0.010,1.000,9.995
207.600,0.010,1.000,9.995
207.700,0.010,1.000,9.995
207.800,0.010,1.000,9.995
207.900,0.010,1.000,9.995
208.000,0.010,1.000,9.995
208.100,0.010,1.000,9.995
208.200,0.010,1.000,9.995
208.300,0.010,1.000,9.995
208.400,0.010,1.000,9.995
208.500,0.010,1.000,9.995
208.600,0.010,1.000,9.995
208.700,0.010,1.000,9.995
208.800,0.010,1.000,9.995
208.900,0.010,1.000,9.995
209.000,0.010,1.000,9.995
209.100,0.010,1.000,9.995
209.200,0.010,1.000,9.995
209.300,0.010,1.000,9.995
209.400,0.010,1.000,9.995
209.500,0.010,1.000,9.995
209.600,0.010,1.000,9.995
209.700,0.010,1.000,9.995
209.800,0.010,1.000,9.995
209.900,0.010,1.000,9.995
210.000,0.010,1.000,9.995
210.100,0.010,1.000,9.995
210.200,0.010,1.000,9.995
210.300,0.010,1.000,9.995
210.400,0.010,1.000,9.995
210.500,0.010,1.000,9.995
210.600,0.010,1.000,9.995
210.700,0.010,1.000,9.995
210.800,0.010,1.000,9.995
210.900,0.010,1.000,9.995
211.000,0.010,1.000,9.995
211.100,0.010,1.000,9.995
211.200,0.010,1.000,9.995
211.300,0.010,1.000,9.995
211.400,0.010,1.000,9.995
211.500,0.010,1.000,9.995
211.600,0.010,1.000,9.995
211.700,0.010,1.000,9.995
211.800,0.010,1.000,9.995
211.900,0.010,1.000,9.995
212.000,0.010,1.000,9.995
212.100,0.010,1.000,9.995
212.200,0.010,1.000,9.995
212.300,0.010,1.000,9.995
212.400,0.010,1.000,9.995
212.500,0.010,1.000,9.995
212.600,0.010,1.000,9.995
212.700,0.010,1.000,9.995
212.800,0.010,1.000,9.995
212.900,0.010,1.000,9.995
213.000,0.010,1.000,9.995
213.100,0.010,1.000,9.995
213.200,0.010,1.000,9.995
213.300,0.010,1.000,9.995
213.400,0.010,1.000,9.995
213.500,0.010,1.000,9.995
213.600,0.010,1.000,9.995
213.700,0.010,1.000,9.995
213.800,0.010,1.000,9.995
213.900,0.010,1.000,9.995
214.000,0.010,1.000,9.995
214.100,0.010,1.000,9.995
214.200,0.010,1.000,9.995
214.300,0.010,1.000,9.995
214.400,0.010,1.000,9.995
214.500,0.010,1.000,9.995
214.600,0.010,1.000,9.995
214.700,0.010,1.000,9.995
214.800,0.010,1.000,9.995
214.900,0.010,1.000,9.995
215.000,0.010,1.000,9.995
215.100,0.010,1.000,9.995
215.200,0.010,1.000,9.995
215.300,0.010,1.000,9.995
215.400,0.010,1.000,9.995
215.500,0.010,1.000,9.995
215.600,0.010,1.000,9.995
215.700,0.010,1.000,9.995
215.800,0.010,1.000,9.995
215.900,0.010,1.000,9.995
216.000,0.010,1.000,9.995
216.100,0.010,1.000,9.995
216.200,0.010,1.000,9.995
216.300,0.010,1.000,9.995
216.400,0.010,1.000,9.995
216.500,0.010,1.000,9.995
216.600,0.010,1.000,9.995
216.700,0.010,1.000,9.995
216.800,0.010,1.000,9.995
216.900,0.010,1.000,9.995
217.000,0.010,1.000,9.995
217.100,0.010,1.000,9.995
217.200,0.010,1.000,9.995
217.300,0.010,1.000,9.995
217.400,0.010,1.000,9.995
217.500,0.010,1.000,9.995
