# work_t,work_y,sim_t,sim_y
,,1.068740e+01,-2.380350e-01
,,1.068990e+01,-2.380350e-01
,,1.069240e+01,-2.380350e-01
,,1.069490e+01,-2.380349e-01
,,1.069740e+01,-2.380349e-01
,,1.069990e+01,-2.380349e-01
,,1.070240e+01,-2.380348e-01
,,1.070490e+01,-2.380348e-01
,,1.070740e+01,-2.380348e-01
,,1.070990e+01,-2.380347e-01
,,1.071240e+01,-2.380347e-01
,,1.071490e+01,-2.380347e-01
,,1.071740e+01,-2.380346e-01
,,1.071990e+01,-2.380346e-01
,,1.072240e+01,-2.380345e-01
,,1.072490e+01,-2.380345e-01
,,1.072740e+01,-2.380345e-01
,,1.072990e+01,-2.380344e-01
,,1.073240e+01,-2.380344e-01
,,1.073490e+01,-2.380344e-01
,,1.073740e+01,-2.380343e-01
,,1.073990e+01,-2.380343e-01
,,1.074240e+01,-2.380343e-01
,,1.074490e+01,-2.380342e-01
,,1.074740e+01,-2.380342e-01
,,1.074990e+01,-2.380341e-01
,,1.075240e+01,-2.380341e-01
,,1.075490e+01,-2.380341e-01
,,1.075740e+01,-2.380340e-01
,,1.075990e+01,-2.380340e-01
,,1.076240e+01,-2.380340e-01
,,1.076490e+01,-2.380339e-01
,,1.076740e+01,-2.380339e-01
,,1.076990e+01,-2.380339e-01
,,1.077240e+01,-2.380338e-01
,,1.077490e+01,-2.380338e-01
,,1.077740e+01,-2.380338e-01
,,1.077990e+01,-2.380337e-01
,,1.078240e+01,-2.380337e-01
,,1.078490e+01,-2.380336e-01
,,1.078740e+01,-2.380336e-01
,,1.078990e+01,-2.380336e-01
,,1.079240e+01,-2.380335e-01
,,1.079490e+01,-2.380335e-01
,,1.079740e+01,-2.380335e-01
,,1.079990e+01,-2.380334e-01
,,1.080240e+01,-2.380334e-01
,,1.080490e+01,-2.380334e-01
,,1.080740e+01,-2.380333e-01
,,1.080990e+01,-2.380333e-01
,,1.081240e+01,-2.380333e-01
,,1.081490e+01,-2.380332e-01
,,1.081740e+01,-2.380332e-01
,,1.081990e+01,-2.380331e-01
,,1.082240e+01,-2.380331e-01
,,1.082490e+01,-2.380331e-01
,,1.082740e+01,-2.380330e-01
,,1.082990e+01,-2.380330e-01
,,1.083240e+01,-2.380330e-01
,,1.083490e+01,-2.380329e-01
,,1.083740e+01,-2.380329e-01
,,1.083990e+01,-2.380329e-01
,,1.084240e+01,-2.380328e-01
,,1.084490e+01,-2.380328e-01
,,1.084740e+01,-2.380328e-01
,,1.084990e+01,-2.380327e-01
,,1.085240e+01,-2.380327e-01
,,1.085490e+01,-2.380326e-01
,,1.085740e+01,-2.380326e-01
,,1.085990e+01,-2.380326e-01
,,1.086240e+01,-2.380325e-01
,,1.086490e+01,-2.380325e-01
,,1.086740e+01,-2.380325e-01
,,1.086990e+01,-2.380324e-01
,,1.087240e+01,-2.380324e-01
,,1.087490e+01,-2.380324e-01
,,1.087740e+01,-2.380323e-01
,,1.087990e+01,-2.380323e-01
,,1.088240e+01,-2.380323e-01
,,1.088490e+01,-2.380322e-01
,,1.088740e+01,-2.380322e-01
,,1.088990e+01,-2.380321e-01
,,1.089240e+01,-2.380321e-01
,,1.089490e+01,-2.380321e-01
,,1.089740e+01,-2.380320e-01
,,1.089990e+01,-2.380320e-01
,,1.090240e+01,-2.380320e-01
,,1.090490e+01,-2.380319e-01
,,1.090740e+01,-2.380319e-01
,,1.090990e+01,-2.380319e-01
,,1.091240e+01,-2.380318e-01
,,1.091490e+01,-2.380318e-01
,,1.091740e+01,-2.380318e-01
,,1.091990e+01,-2.380317e-01
,,1.092240e+01,-2.380317e-01
,,1.092490e+01,-2.380316e-01
,,1.092740e+01,-2.380316e-01
,,1.092990e+01,-2.380316e-01
,,1.093240e+01,-2.380315e-01
,,1.093490e+01,-2.380315e-01
,,1.093740e+01,-2.380315e-01
,,1.093990e+01,-2.380314e-01
,,1.094240e+01,-2.380314e-01
,,1.094490e+01,-2.380314e-01
,,1.094740e+01,-2.380313e-01
,,1.094990e+01,-2.380313e-01
,,1.095240e+01,-2.380313e-01
,,1.095490e+01,-2.380312e-01
,,1.095740e+01,-2.380312e-01
,,1.095990e+01,-2.380311e-01
,,1.096240e+01,-2.380311e-01
,,1.096490e+01,-2.380311e-01
,,1.096740e+01,-2.380310e-01
,,1.096990e+01,-2.380310e-01
,,1.097240e+01,-2.380310e-01
,,1.097490e+01,-2.380309e-01
,,1.097740e+01,-2.380309e-01
,,1.097990e+01,-2.380309e-01
,,1.098240e+01,-2.380308e-01
,,1.098490e+01,-2.380308e-01
,,1.098740e+01,-2.380307e-01
,,1.098990e+01,-2.380307e-01
,,1.099240e+01,-2.380307e-01
