t,tp,y,u,pot,dtp,dt,step,pct,ref
18.018218,18.017672,0.131836,0.000000,0.000000,0.020016,0.020007,891.000000,18.017712,0.000000
18.038219,18.037656,0.131836,0.000000,0.000000,0.019984,0.020002,892.000000,18.037696,0.000000
18.058223,18.057676,0.131836,0.000000,0.000000,0.020020,0.020004,893.000000,18.057712,0.000000
18.078224,18.077656,0.131836,0.000000,0.000000,0.019980,0.020001,894.000000,18.077696,0.000000
18.078233,18.168224,0.131836,0.000000,0.000000,0.090568,0.090618,895.000000,18.168268,0.000000
18.188845,18.188252,0.131836,0.000000,0.000000,0.020028,0.020002,896.000000,18.188292,0.000000
18.208849,18.208268,0.131836,0.000000,0.000000,0.020016,0.020004,897.000000,18.208304,0.000000
18.228853,18.228256,0.131836,0.000000,0.000000,0.019988,0.020004,898.000000,18.228296,0.000000
18.248857,18.248276,0.131836,0.000000,0.000000,0.020020,0.020004,899.000000,18.248316,0.000000
18.248865,18.268264,0.131836,0.000000,0.000000,0.019988,0.020230,900.000000,18.268304,0.000000
18.289092,18.288244,0.131836,0.000000,0.000000,0.019980,0.020005,901.000000,18.288280,0.000000
18.309094,18.308268,0.131836,0.000000,0.000000,0.020024,0.020002,902.000000,18.308308,0.000000
18.329099,18.328252,0.131836,0.000000,0.000000,0.019984,0.020005,903.000000,18.328288,0.000000
18.349105,18.348668,0.131836,0.000000,0.000000,0.020416,0.020006,904.000000,18.348708,0.000000
18.369106,18.368692,0.131836,0.000000,0.000000,0.020024,0.020001,905.000000,18.368732,0.000000
18.389106,18.388244,0.131836,0.000000,0.000000,0.019552,0.020000,906.000000,18.388284,0.000000
18.409109,18.408268,0.131836,0.000000,0.000000,0.020024,0.020004,907.000000,18.408308,0.000000
18.429114,18.428236,0.131836,0.000000,0.000000,0.019968,0.020004,908.000000,18.428280,0.000000
18.449118,18.448268,0.131836,0.000000,0.000000,0.020032,0.020004,909.000000,18.448308,0.000000
18.469123,18.468240,0.131836,0.000000,0.000000,0.019972,0.020006,910.000000,18.468280,0.000000
18.489124,18.488268,0.131836,0.000000,0.000000,0.020028,0.020000,911.000000,18.488308,0.000000
18.509124,18.508248,0.131836,0.000000,0.000000,0.019980,0.020001,912.000000,18.508288,0.000000
18.529127,18.528236,0.131836,0.000000,0.000000,0.019988,0.020002,913.000000,18.528280,0.000000
18.549129,18.548256,0.131836,0.000000,0.000000,0.020020,0.020002,914.000000,18.548296,0.000000
18.569130,18.568236,0.131836,0.000000,0.000000,0.019980,0.020001,915.000000,18.568280,0.000000
18.589137,18.588252,0.131836,0.000000,0.000000,0.020016,0.020007,916.000000,18.588292,0.000000
18.589145,18.609268,0.131836,0.000000,0.000000,0.021016,0.020546,917.000000,18.609308,0.000000
18.629689,18.629236,0.131836,0.000000,0.000000,0.019968,0.020006,918.000000,18.629280,0.000000
18.649691,18.649268,0.131836,0.000000,0.000000,0.020032,0.020002,919.000000,18.649308,0.000000
18.669691,18.669252,0.131836,0.000000,0.000000,0.019984,0.020000,920.000000,18.669288,0.000000
18.689695,18.689104,0.131836,0.000000,0.000000,0.019852,0.020005,921.000000,18.689144,0.000000
18.709701,18.709260,0.131836,0.000000,0.000000,0.020156,0.020005,922.000000,18.709300,0.000000
18.729704,18.729248,0.131836,0.000000,0.000000,0.019988,0.020003,923.000000,18.729288,0.000000
18.749455,18.749276,0.131836,0.000000,0.000000,0.020028,0.020078,924.000000,18.749316,0.000000
18.769784,18.769256,0.131836,0.000000,0.000000,0.019980,0.020003,925.000000,18.769296,0.000000
18.789785,18.789276,0.131836,0.000000,0.000000,0.020020,0.020000,926.000000,18.789316,0.000000
18.809786,18.809244,0.131836,0.000000,0.000000,0.019968,0.020001,927.000000,18.809288,0.000000
18.829791,18.829276,0.131836,0.000000,0.000000,0.020032,0.020005,928.000000,18.829316,0.000000
18.849458,18.849084,0.131836,0.000000,0.000000,0.019808,0.020010,929.000000,18.849124,0.000000
18.869802,18.869280,0.131836,0.000000,0.000000,0.020196,0.020001,930.000000,18.869320,0.000000
18.889807,18.889260,0.131836,0.000000,0.000000,0.019980,0.020005,931.000000,18.889300,0.000000
18.909813,18.909284,0.131836,0.000000,0.000000,0.020024,0.020006,932.000000,18.909324,0.000000
18.929820,18.929260,0.131836,0.000000,0.000000,0.019976,0.020007,933.000000,18.929300,0.000000
18.949822,18.949284,0.131836,0.000000,0.000000,0.020024,0.020002,934.000000,18.949324,0.000000
18.969823,18.969268,0.131836,0.000000,0.000000,0.019984,0.020001,935.000000,18.969308,0.000000
18.989830,18.989244,0.131836,0.000000,0.000000,0.019976,0.020007,936.000000,18.989288,0.000000
19.009834,19.009096,0.131836,0.000000,0.000000,0.019852,0.020004,937.000000,19.009136,0.000000
19.029837,19.029252,0.131836,0.000000,0.000000,0.020156,0.020003,938.000000,19.029292,0.000000
19.049838,19.049276,0.131836,0.000000,0.000000,0.020024,0.020001,939.000000,19.049316,0.000000
19.069845,19.069256,0.131836,0.000000,0.000000,0.019980,0.020007,940.000000,19.069296,0.000000
19.089846,19.089276,0.131836,0.000000,0.000000,0.020020,0.020002,941.000000,19.089316,0.000000
19.109850,19.109248,0.131836,0.000000,0.000000,0.019972,0.020003,942.000000,19.109288,0.000000
19.129853,19.129276,0.131836,0.000000,0.000000,0.020028,0.020003,943.000000,19.129316,0.000000
19.129861,19.150248,0.131836,0.000000,0.000000,0.020972,0.021171,944.000000,19.150288,0.000000
19.171029,19.170268,0.131836,0.000000,0.000000,0.020020,0.020005,945.000000,19.170308,0.000000
19.191034,19.190288,0.131836,0.000000,0.000000,0.020020,0.020006,946.000000,19.190328,0.000000
19.211037,19.210272,0.131836,0.000000,0.000000,0.019984,0.020002,947.000000,19.210312,0.000000
19.231044,19.230252,0.131836,0.000000,0.000000,0.019980,0.020007,948.000000,19.230292,0.000000
19.251048,19.250284,0.131836,0.000000,0.000000,0.020032,0.020004,949.000000,19.250324,0.000000
19.271049,19.270268,0.131836,0.000000,0.000000,0.019984,0.020001,950.000000,19.270308,0.000000
19.291050,19.290244,0.131836,0.000000,0.000000,0.019976,0.020001,951.000000,19.290288,0.000000
19.311051,19.310276,0.131836,0.000000,0.000000,0.020032,0.020001,952.000000,19.310316,0.000000
19.331054,19.330264,0.131836,0.000000,0.000000,0.019988,0.020004,953.000000,19.330304,0.000000
19.351055,19.350292,0.131836,0.000000,0.000000,0.020028,0.020000,954.000000,19.350332,0.000000
19.371056,19.370272,0.131836,0.000000,0.000000,0.019980,0.020001,955.000000,19.370312,0.000000
19.391063,19.390256,0.131836,0.000000,0.000000,0.019984,0.020007,956.000000,19.390296,0.000000
19.411063,19.410272,0.131836,0.000000,0.000000,0.020016,0.020000,957.000000,19.410312,0.000000
19.431070,19.430256,0.131836,0.000000,0.000000,0.019984,0.020007,958.000000,19.430296,0.000000
19.431078,19.455708,0.131836,0.000000,0.000000,0.025452,0.025338,959.000000,19.455752,0.000000
19.476411,19.475704,0.131836,0.000000,0.000000,0.019996,0.020003,960.000000,19.475744,0.000000
19.496414,19.495688,0.131836,0.000000,0.000000,0.019984,0.020003,961.000000,19.495728,0.000000
19.516418,19.515672,0.131836,0.000000,0.000000,0.019984,0.020004,962.000000,19.515712,0.000000
19.536419,19.535700,0.131836,0.000000,0.000000,0.020028,0.020002,963.000000,19.535740,0.000000
19.556421,19.555668,0.131836,0.000000,0.000000,0.019968,0.020001,964.000000,19.555712,0.000000
19.576427,19.575700,0.131836,0.000000,0.000000,0.020032,0.020006,965.000000,19.575740,0.000000
19.596428,19.595680,0.131836,0.000000,0.000000,0.019980,0.020001,966.000000,19.595720,0.000000
19.616431,19.615708,0.131836,0.000000,0.000000,0.020028,0.020003,967.000000,19.615748,0.000000
19.636432,19.635688,0.131836,0.000000,0.000000,0.019980,0.020002,968.000000,19.635728,0.000000
19.656436,19.655680,0.131836,0.000000,0.000000,0.019992,0.020004,969.000000,19.655720,0.000000
19.676444,19.675708,0.131836,0.000000,0.000000,0.020028,0.020007,970.000000,19.675748,0.000000
19.696444,19.695688,0.131836,0.000000,0.000000,0.019980,0.020000,971.000000,19.695728,0.000000
19.716451,19.715708,0.131836,0.000000,0.000000,0.020020,0.020007,972.000000,19.715748,0.000000
19.736452,19.735688,0.131836,0.000000,0.000000,0.019980,0.020001,973.000000,19.735728,0.000000
19.756457,19.755708,0.131836,0.000000,0.000000,0.020020,0.020005,974.000000,19.755748,0.000000
19.776461,19.775696,0.131836,0.000000,0.000000,0.019988,0.020004,975.000000,19.775736,0.000000
19.796467,19.795724,0.131836,0.000000,0.000000,0.020028,0.020007,976.000000,19.795764,0.000000
19.816472,19.815712,0.131836,0.000000,0.000000,0.019988,0.020004,977.000000,19.815752,0.000000
19.836473,19.835696,0.131836,0.000000,0.000000,0.019984,0.020002,978.000000,19.835736,0.000000
19.856480,19.855712,0.131836,0.000000,0.000000,0.020016,0.020006,979.000000,19.855752,0.000000
19.876479,19.875696,0.131836,0.000000,0.000000,0.019984,0.020000,980.000000,19.875736,0.000000
19.896484,19.895712,0.131836,0.000000,0.000000,0.020016,0.020004,981.000000,19.895752,0.000000
19.916486,19.915696,0.131836,0.000000,0.000000,0.019984,0.020003,982.000000,19.915736,0.000000
19.936491,19.935704,0.131836,0.000000,0.000000,0.020008,0.020005,983.000000,19.935744,0.000000
19.956492,19.955696,0.131836,0.000000,0.000000,0.019992,0.020001,984.000000,19.955736,0.000000
19.976496,19.975720,0.131836,0.000000,0.000000,0.020024,0.020004,985.000000,19.975760,0.000000
19.996499,19.995704,0.131836,0.000000,0.000000,0.019984,0.020003,986.000000,19.995744,0.000000
20.016502,20.015676,0.131836,0.000000,0.000000,0.019972,0.020002,987.000000,20.015720,0.000000
20.036509,20.035708,0.131836,0.000000,0.000000,0.020032,0.020007,988.000000,20.035748,0.000000
20.056508,20.055676,0.131836,0.000000,0.000000,0.019968,0.020000,989.000000,20.055724,0.000000
20.076513,20.075708,0.131836,0.000000,0.000000,0.020032,0.020004,990.000000,20.075748,0.000000
20.096513,20.095684,0.131836,0.000000,0.000000,0.019976,0.020000,991.000000,20.095724,0.000000
20.116515,20.115708,0.131836,0.000000,0.000000,0.020024,0.020002,992.000000,20.115748,0.000000
20.136515,20.135688,0.131836,0.000000,0.000000,0.019980,0.020000,993.000000,20.135728,0.000000
20.156511,20.155716,0.131836,0.000000,0.000000,0.020028,0.020000,994.000000,20.155756,0.000000
20.176519,20.175696,0.131836,0.000000,0.000000,0.019980,0.020004,995.000000,20.175736,0.000000
20.196523,20.195712,0.131836,0.000000,0.000000,0.020016,0.020004,996.000000,20.195752,0.000000
20.216527,20.215696,0.131836,0.000000,0.000000,0.019984,0.020005,997.000000,20.215736,0.000000
20.236529,20.235712,0.131836,0.000000,0.000000,0.020016,0.020001,998.000000,20.235752,0.000000
20.256529,20.255696,0.131836,0.000000,0.000000,0.019984,0.020000,999.000000,20.255736,0.000000
20.276533,20.275712,0.131836,0.000000,0.000000,0.020016,0.020004,1000.000000,20.275752,0.000000
20.296533,20.295696,0.131836,0.000000,0.000000,0.019984,0.020000,1001.000000,20.295736,0.000000
20.316538,20.315724,0.131836,0.000000,0.000000,0.020028,0.020006,1002.000000,20.315764,0.000000
20.336540,20.335712,0.131836,0.000000,0.000000,0.019988,0.020002,1003.000000,20.335752,0.000000
20.356544,20.355692,0.131836,0.000000,0.000000,0.019980,0.020003,1004.000000,20.355732,0.000000
20.376551,20.375716,0.131836,0.000000,0.000000,0.020024,0.020007,1005.000000,20.375756,0.000000
20.396554,20.395700,0.131836,0.000000,0.000000,0.019984,0.020003,1006.000000,20.395740,0.000000
20.416558,20.415688,0.131836,0.000000,0.000000,0.019988,0.020004,1007.000000,20.415728,0.000000
20.436555,20.435716,0.131836,0.000000,0.000000,0.020028,0.020001,1008.000000,20.435756,0.000000
20.456560,20.455696,0.131836,0.000000,0.000000,0.019980,0.020001,1009.000000,20.455736,0.000000
20.476565,20.475724,0.131836,0.000000,0.000000,0.020028,0.020005,1010.000000,20.475764,0.000000
20.496568,20.495696,0.131836,0.000000,0.000000,0.019972,0.020003,1011.000000,20.495736,0.000000
20.516574,20.515724,0.131836,0.000000,0.000000,0.020028,0.020006,1012.000000,20.515764,0.000000
20.536578,20.535696,0.131836,0.000000,0.000000,0.019972,0.020004,1013.000000,20.535736,0.000000
20.556578,20.555724,0.131836,0.000000,0.000000,0.020028,0.020000,1014.000000,20.555764,0.000000
20.576583,20.575696,0.131836,0.000000,0.000000,0.019972,0.020006,1015.000000,20.575736,0.000000
20.596586,20.595724,0.131836,0.000000,0.000000,0.020028,0.020002,1016.000000,20.595764,0.000000
20.616590,20.615704,0.131836,0.000000,0.000000,0.019980,0.020004,1017.000000,20.615744,0.000000
20.636591,20.635688,0.131836,0.000000,0.000000,0.019984,0.020002,1018.000000,20.635728,0.000000
20.656595,20.655708,0.131836,0.000000,0.000000,0.020020,0.020003,1019.000000,20.655748,0.000000
20.676597,20.675688,0.131836,0.000000,0.000000,0.019980,0.020003,1020.000000,20.675728,0.000000
20.696599,20.695708,0.131836,0.000000,0.000000,0.020020,0.020001,1021.000000,20.695748,0.000000
20.716602,20.715696,0.131836,0.000000,0.000000,0.019988,0.020004,1022.000000,20.715736,0.000000
20.736608,20.735716,0.131836,0.000000,0.000000,0.020020,0.020005,1023.000000,20.735764,0.000000
20.756611,20.755712,0.131836,0.000000,0.000000,0.019996,0.020003,1024.000000,20.755752,0.000000
20.776610,20.775696,0.131836,0.000000,0.000000,0.019984,0.020000,1025.000000,20.775736,0.000000
20.796615,20.795724,0.131836,0.000000,0.000000,0.020028,0.020004,1026.000000,20.795764,0.000000
20.796623,20.859308,0.131836,0.000000,0.000000,0.063584,0.063318,1027.000000,20.859348,0.000000
20.879934,20.879288,0.131836,0.000000,0.000000,0.019980,0.020002,1028.000000,20.879328,0.000000
20.899936,20.899308,0.131836,0.000000,0.000000,0.020020,0.020001,1029.000000,20.899344,0.000000
20.919938,20.919296,0.131836,0.000000,0.000000,0.019988,0.020003,1030.000000,20.919336,0.000000
20.939941,20.939280,0.131836,0.000000,0.000000,0.019984,0.020002,1031.000000,20.939320,0.000000
20.939949,20.959308,0.131836,0.000000,0.000000,0.020028,0.020211,1032.000000,20.959348,0.000000
20.980152,20.979284,0.131836,0.000000,0.000000,0.019976,0.020000,1033.000000,20.979324,0.000000
21.000151,20.999268,0.131836,0.000000,0.000000,0.019984,0.020000,1034.000000,20.999312,0.000000
21.020159,21.019292,0.131836,0.000000,0.000000,0.020024,0.020008,1035.000000,21.019332,0.000000
21.040166,21.039272,0.131836,0.000000,0.000000,0.019980,0.020006,1036.000000,21.039312,0.000000
21.060173,21.059292,0.131836,0.000000,0.000000,0.020020,0.020007,1037.000000,21.059340,0.000000
21.080174,21.079280,0.131836,0.000000,0.000000,0.019988,0.020001,1038.000000,21.079320,0.000000
21.100174,21.099300,0.131836,0.000000,0.000000,0.020020,0.020000,1039.000000,21.099340,0.000000
21.120179,21.119276,0.131836,0.000000,0.000000,0.019976,0.020005,1040.000000,21.119320,0.000000
21.140183,21.139308,0.131836,0.000000,0.000000,0.020032,0.020005,1041.000000,21.139348,0.000000
21.160189,21.159280,0.131836,0.000000,0.000000,0.019972,0.020005,1042.000000,21.159320,0.000000
21.180189,21.179316,0.131836,0.000000,0.000000,0.020036,0.020000,1043.000000,21.179356,0.000000
21.200190,21.199288,0.131836,0.000000,0.000000,0.019972,0.020001,1044.000000,21.199328,0.000000
21.220191,21.219316,0.131836,0.000000,0.000000,0.020028,0.020001,1045.000000,21.219356,0.000000
21.240196,21.239288,0.131836,0.000000,0.000000,0.019972,0.020005,1046.000000,21.239328,0.000000
21.260202,21.259700,0.131836,0.000000,0.000000,0.020412,0.020007,1047.000000,21.259740,0.000000
21.280209,21.279288,0.131836,0.000000,0.000000,0.019588,0.020006,1048.000000,21.279328,0.000000
21.280217,21.300308,0.131836,0.000000,0.000000,0.021020,0.020588,1049.000000,21.300348,0.000000
21.320803,21.320276,0.131836,0.000000,0.000000,0.019968,0.020006,1050.000000,21.320324,0.000000
21.340808,21.340308,0.131836,0.000000,0.000000,0.020032,0.020005,1051.000000,21.340348,0.000000
21.360808,21.360276,0.131836,0.000000,0.000000,0.019968,0.020000,1052.000000,21.360324,0.000000
21.380814,21.380308,0.131836,0.000000,0.000000,0.020032,0.020007,1053.000000,21.380348,0.000000
21.400820,21.400292,0.131836,0.000000,0.000000,0.019984,0.020005,1054.000000,21.400336,0.000000
21.420825,21.420280,0.131836,0.000000,0.000000,0.019988,0.020006,1055.000000,21.420320,0.000000
21.440832,21.440308,0.131836,0.000000,0.000000,0.020028,0.020006,1056.000000,21.440348,0.000000
21.460839,21.460280,0.131836,0.000000,0.000000,0.019972,0.020014,1057.000000,21.460320,0.000000
21.480851,21.480300,0.131836,0.000000,0.000000,0.020020,0.020005,1058.000000,21.480340,0.000000
21.500855,21.500316,0.131836,0.000000,0.000000,0.020016,0.020004,1059.000000,21.500352,0.000000
21.520857,21.520296,0.131836,0.000000,0.000000,0.019980,0.020003,1060.000000,21.520336,0.000000
21.540865,21.540312,0.131836,0.000000,0.000000,0.020016,0.020007,1061.000000,21.540352,0.000000
21.560867,21.560304,0.131836,0.000000,0.000000,0.019992,0.020002,1062.000000,21.560344,0.000000
21.580874,21.580276,0.131836,0.000000,0.000000,0.019972,0.020011,1063.000000,21.580320,0.000000
21.600884,21.600308,0.131836,0.000000,0.000000,0.020032,0.020006,1064.000000,21.600348,0.000000
21.620891,21.620284,0.131836,0.000000,0.000000,0.019976,0.020008,1065.000000,21.620324,0.000000
21.640898,21.640316,0.131836,0.000000,0.000000,0.020032,0.020006,1066.000000,21.640356,0.000000
21.660899,21.660292,0.131836,0.000000,0.000000,0.019976,0.020001,1067.000000,21.660332,0.000000
21.680901,21.680324,0.131836,0.000000,0.000000,0.020032,0.020002,1068.000000,21.680364,0.000000
21.700904,21.700300,0.131836,0.000000,0.000000,0.019976,0.020003,1069.000000,21.700336,0.000000
21.720911,21.720288,0.131836,0.000000,0.000000,0.019988,0.020007,1070.000000,21.720328,0.000000
21.740917,21.740316,0.131836,0.000000,0.000000,0.020028,0.020006,1071.000000,21.740356,0.000000
21.760919,21.760296,0.131836,0.000000,0.000000,0.019980,0.020002,1072.000000,21.760336,0.000000
21.780921,21.780280,0.131836,0.000000,0.000000,0.019984,0.020002,1073.000000,21.780320,0.000000
21.800926,21.800296,0.131836,0.000000,0.000000,0.020016,0.020005,1074.000000,21.800336,0.000000
21.820932,21.820324,0.131836,0.000000,0.000000,0.020028,0.020007,1075.000000,21.820364,0.000000
21.840937,21.840296,0.131836,0.000000,0.000000,0.019972,0.020004,1076.000000,21.840336,0.000000
21.860938,21.860316,0.131836,0.000000,0.000000,0.020020,0.020002,1077.000000,21.860356,0.000000
21.880946,21.880288,0.131836,0.000000,0.000000,0.019972,0.020008,1078.000000,21.880328,0.000000
21.900947,21.900324,0.131836,0.000000,0.000000,0.020036,0.020000,1079.000000,21.900364,0.000000
21.920949,21.920300,0.131836,0.000000,0.000000,0.019976,0.020002,1080.000000,21.920340,0.000000
21.940952,21.940324,0.131836,0.000000,0.000000,0.020024,0.020003,1081.000000,21.940364,0.000000
21.960958,21.960300,0.131836,0.000000,0.000000,0.019976,0.020006,1082.000000,21.960340,0.000000
21.980961,21.980288,0.131836,0.000000,0.000000,0.019988,0.020003,1083.000000,21.980328,0.000000
22.000964,22.000300,0.131836,0.000000,0.000000,0.020012,0.020003,1084.000000,22.000340,0.000000
22.020967,22.020324,0.131836,0.000000,0.000000,0.020024,0.020004,1085.000000,22.020364,0.000000
22.040973,22.040300,0.131836,0.000000,0.000000,0.019976,0.020006,1086.000000,22.040344,0.000000
22.060981,22.060288,0.131836,0.000000,0.000000,0.019988,0.020008,1087.000000,22.060328,0.000000
22.080985,22.080316,0.131836,0.000000,0.000000,0.020028,0.020003,1088.000000,22.080356,0.000000
22.100989,22.100284,0.131836,0.000000,0.000000,0.019968,0.020004,1089.000000,22.100328,0.000000
22.120995,22.120308,0.131836,0.000000,0.000000,0.020024,0.020007,1090.000000,22.120348,0.000000
22.140998,22.140320,0.131836,0.000000,0.000000,0.020012,0.020003,1091.000000,22.140360,0.000000
22.161002,22.160312,0.131836,0.000000,0.000000,0.019992,0.020003,1092.000000,22.160352,0.000000
22.161010,22.219320,0.131836,0.000000,0.000000,0.059008,0.058448,1093.000000,22.219360,0.000000
22.239456,22.238740,0.131836,0.000000,0.000000,0.019420,0.020006,1094.000000,22.238780,0.000000
22.259455,22.258720,0.131836,0.000000,0.000000,0.019980,0.020000,1095.000000,22.258760,0.000000
22.279462,22.278740,0.131836,0.000000,0.000000,0.020020,0.020006,1096.000000,22.278780,0.000000
22.299469,22.298728,0.131836,0.000000,0.000000,0.019988,0.020008,1097.000000,22.298768,0.000000
22.319474,22.318748,0.131836,0.000000,0.000000,0.020020,0.020004,1098.000000,22.318788,0.000000
22.339478,22.338728,0.131836,0.000000,0.000000,0.019980,0.020004,1099.000000,22.338768,0.000000
22.359483,22.358748,0.131836,0.000000,0.000000,0.020020,0.020006,1100.000000,22.358796,0.000000
22.379487,22.378736,0.131836,0.000000,0.000000,0.019988,0.020004,1101.000000,22.378776,0.000000
22.399491,22.398756,0.131836,0.000000,0.000000,0.020020,0.020003,1102.000000,22.398796,0.000000
22.419493,22.418736,0.131836,0.000000,0.000000,0.019980,0.020002,1103.000000,22.418776,0.000000
22.439498,22.438720,0.131836,0.000000,0.000000,0.019984,0.020006,1104.000000,22.438760,0.000000
22.459499,22.458740,0.131836,0.000000,0.000000,0.020020,0.020000,1105.000000,22.458776,0.000000
22.479502,22.478720,0.131836,0.000000,0.000000,0.019980,0.020003,1106.000000,22.478760,0.000000
22.499504,22.498736,0.131836,0.000000,0.000000,0.020016,0.020002,1107.000000,22.498776,0.000000
22.519511,22.518720,0.131836,0.000000,0.000000,0.019984,0.020007,1108.000000,22.518760,0.000000
22.539513,22.538736,0.131836,0.000000,0.000000,0.020016,0.020002,1109.000000,22.538776,0.000000
22.559517,22.558728,0.131836,0.000000,0.000000,0.019992,0.020005,1110.000000,22.558768,0.000000
22.579525,22.578720,0.131836,0.000000,0.000000,0.019992,0.020007,1111.000000,22.578760,0.000000
22.599525,22.598748,0.131836,0.000000,0.000000,0.020028,0.020000,1112.000000,22.598788,0.000000
22.619528,22.618732,0.131836,0.000000,0.000000,0.019984,0.020004,1113.000000,22.618772,0.000000
22.639536,22.638756,0.131836,0.000000,0.000000,0.020024,0.020007,1114.000000,22.638796,0.000000
22.659537,22.658740,0.131836,0.000000,0.000000,0.019984,0.020001,1115.000000,22.658780,0.000000
22.679540,22.678728,0.131836,0.000000,0.000000,0.019988,0.020003,1116.000000,22.678768,0.000000
22.699540,22.698756,0.131836,0.000000,0.000000,0.020028,0.020001,1117.000000,22.698796,0.000000
22.719542,22.718736,0.131836,0.000000,0.000000,0.019980,0.020001,1118.000000,22.718776,0.000000
22.739544,22.738720,0.131836,0.000000,0.000000,0.019984,0.020002,1119.000000,22.738760,0.000000
22.759549,22.758748,0.131836,0.000000,0.000000,0.020028,0.020005,1120.000000,22.758788,0.000000
22.779549,22.778736,0.131836,0.000000,0.000000,0.019988,0.020000,1121.000000,22.778776,0.000000
22.799550,22.798752,0.131836,0.000000,0.000000,0.020016,0.020001,1122.000000,22.798792,0.000000
22.819556,22.818736,0.131836,0.000000,0.000000,0.019984,0.020006,1123.000000,22.818776,0.000000
22.839562,22.838744,0.131836,0.000000,0.000000,0.020008,0.020006,1124.000000,22.838784,0.000000
22.859565,22.858736,0.131836,0.000000,0.000000,0.019992,0.020003,1125.000000,22.858776,0.000000
22.879565,22.878752,0.131836,0.000000,0.000000,0.020016,0.020000,1126.000000,22.878792,0.000000
22.899565,22.898736,0.131836,0.000000,0.000000,0.019984,0.020000,1127.000000,22.898776,0.000000
22.919564,22.918756,0.131836,0.000000,0.000000,0.020020,0.020000,1128.000000,22.918796,0.000000
22.939565,22.938736,0.131836,0.000000,0.000000,0.019980,0.020000,1129.000000,22.938776,0.000000
22.959568,22.958724,0.131836,0.000000,0.000000,0.019988,0.020003,1130.000000,22.958760,0.000000
22.979570,22.978756,0.131836,0.000000,0.000000,0.020032,0.020002,1131.000000,22.978796,0.000000
22.999570,22.998732,0.131836,0.000000,0.000000,0.019976,0.020000,1132.000000,22.998772,0.000000
23.019574,23.018716,0.131836,0.000000,0.000000,0.019984,0.020004,1133.000000,23.018760,0.000000
23.039580,23.038748,0.131836,0.000000,0.000000,0.020032,0.020006,1134.000000,23.038788,0.000000
23.059587,23.058728,0.131836,0.000000,0.000000,0.019980,0.020007,1135.000000,23.058768,0.000000
23.079590,23.078756,0.131836,0.000000,0.000000,0.020028,0.020003,1136.000000,23.078796,0.000000
23.099596,23.098728,0.131836,0.000000,0.000000,0.019972,0.020006,1137.000000,23.098768,0.000000
23.119597,23.118748,0.131836,0.000000,0.000000,0.020020,0.020001,1138.000000,23.118788,0.000000
23.139603,23.138764,0.131836,0.000000,0.000000,0.020016,0.020006,1139.000000,23.138800,0.000000
23.139611,23.159308,0.131836,0.000000,0.000000,0.020544,0.020244,1140.000000,23.159348,0.000000
23.179847,23.179332,0.131836,0.000000,0.000000,0.020024,0.020000,1141.000000,23.179372,0.000000
23.199846,23.199304,0.131836,0.000000,0.000000,0.019972,0.020000,1142.000000,23.199348,0.000000
23.219847,23.219332,0.131836,0.000000,0.000000,0.020028,0.020000,1143.000000,23.219372,0.000000
23.239853,23.239304,0.131836,0.000000,0.000000,0.019972,0.020006,1144.000000,23.239348,0.000000
23.259856,23.259332,0.131836,0.000000,0.000000,0.020028,0.020003,1145.000000,23.259372,0.000000
23.279858,23.279300,0.131836,0.000000,0.000000,0.019968,0.020002,1146.000000,23.279344,0.000000
23.299865,23.299340,0.131836,0.000000,0.000000,0.020040,0.020007,1147.000000,23.299380,0.000000
23.319871,23.319328,0.131836,0.000000,0.000000,0.019988,0.020006,1148.000000,23.319368,0.000000
23.339871,23.339348,0.131836,0.000000,0.000000,0.020020,0.020000,1149.000000,23.339388,0.000000
23.339879,23.360756,0.131836,0.000000,0.000000,0.021408,0.021518,1150.000000,23.360796,0.000000
23.381391,23.380736,0.131836,0.000000,0.000000,0.019980,0.020003,1151.000000,23.380776,0.000000
23.401395,23.400764,0.131836,0.000000,0.000000,0.020028,0.020003,1152.000000,23.400804,0.000000
23.421395,23.420304,0.131836,0.000000,0.000000,0.019540,0.020000,1153.000000,23.420348,0.000000
23.441398,23.440768,0.131836,0.000000,0.000000,0.020464,0.020003,1154.000000,23.440808,0.000000
23.461401,23.460752,0.131836,0.000000,0.000000,0.019984,0.020003,1155.000000,23.460792,0.000000
23.481405,23.480768,0.131836,0.000000,0.000000,0.020016,0.020004,1156.000000,23.480808,0.000000
23.501407,23.500752,0.131836,0.000000,0.000000,0.019984,0.020006,1157.000000,23.500792,0.000000
23.521418,23.520768,0.131836,0.000000,0.000000,0.020016,0.020007,1158.000000,23.520808,0.000000
23.541419,23.540752,0.131836,0.000000,0.000000,0.019984,0.020001,1159.000000,23.540792,0.000000
23.561419,23.560744,0.131836,0.000000,0.000000,0.019992,0.020001,1160.000000,23.560784,0.000000
23.581426,23.580772,0.131836,0.000000,0.000000,0.020028,0.020006,1161.000000,23.580812,0.000000
23.601433,23.600748,0.131836,0.000000,0.000000,0.019976,0.020007,1162.000000,23.600788,0.000000
23.621440,23.620724,0.131836,0.000000,0.000000,0.019976,0.020007,1163.000000,23.620768,0.000000
23.641447,23.640756,0.131836,0.000000,0.000000,0.020032,0.020007,1164.000000,23.640796,0.000000
23.661451,23.660744,0.131836,0.000000,0.000000,0.019988,0.020004,1165.000000,23.660784,0.000000
23.681451,23.680772,0.131836,0.000000,0.000000,0.020028,0.020000,1166.000000,23.680812,0.000000
